tic,date,ajexdi,price,gvkey
REMX,8/21/2023,1,72.91,185808
REMX,8/22/2023,1,72.3,185808
REMX,8/23/2023,1,72.57,185808
REMX,8/24/2023,1,71.37,185808
REMX,8/25/2023,1,70.82,185808
REMX,8/28/2023,1,69.93,185808
REMX,8/29/2023,1,72.29,185808
REMX,8/30/2023,1,71.31,185808
REMX,8/31/2023,1,70.64,185808
REMX,9/1/2023,1,71.83,185808
REMX,9/5/2023,1,73.06,185808
REMX,9/6/2023,1,71.92,185808
REMX,9/7/2023,1,71.04,185808
REMX,9/8/2023,1,70.43,185808
REMX,9/11/2023,1,71.57,185808
REMX,9/12/2023,1,71.32,185808
REMX,9/13/2023,1,71.54,185808
REMX,9/14/2023,1,72.29,185808
REMX,9/15/2023,1,71.83,185808
REMX,9/18/2023,1,70.7,185808
REMX,9/19/2023,1,69.55,185808
REMX,9/20/2023,1,68.38,185808
REMX,9/21/2023,1,66.29,185808
REMX,9/22/2023,1,67.15,185808
REMX,9/25/2023,1,66.71,185808
REMX,9/26/2023,1,64.95,185808
REMX,9/27/2023,1,64.42,185808
REMX,9/28/2023,1,66.42,185808
REMX,9/29/2023,1,66.33,185808
REMX,10/2/2023,1,64.32,185808
REMX,10/3/2023,1,62.19,185808
REMX,10/4/2023,1,62.22,185808
REMX,10/5/2023,1,61.06,185808
REMX,10/6/2023,1,62.66,185808
REMX,10/9/2023,1,62.57,185808
REMX,10/10/2023,1,64.64,185808
REMX,10/11/2023,1,64.03,185808
REMX,10/12/2023,1,63.93,185808
REMX,10/13/2023,1,63.16,185808
REMX,10/16/2023,1,63.25,185808
REMX,10/17/2023,1,63.34,185808
REMX,10/18/2023,1,60.37,185808
REMX,10/19/2023,1,58.31,185808
REMX,10/20/2023,1,57.85,185808
REMX,10/23/2023,1,56.55,185808
REMX,10/24/2023,1,58.9,185808
REMX,10/25/2023,1,58.02,185808
REMX,10/26/2023,1,58,185808
REMX,10/27/2023,1,58.27,185808
REMX,10/30/2023,1,57.52,185808
REMX,10/31/2023,1,57.23,185808
REMX,11/1/2023,1,56.91,185808
REMX,11/2/2023,1,57.81,185808
REMX,11/3/2023,1,59.44,185808
REMX,11/6/2023,1,58.61,185808
REMX,11/7/2023,1,57.98,185808
REMX,11/8/2023,1,57.2,185808
REMX,11/9/2023,1,56.54,185808
REMX,11/10/2023,1,55.9,185808
REMX,11/13/2023,1,56.35,185808
REMX,11/14/2023,1,58.58,185808
REMX,11/15/2023,1,59.25,185808
REMX,11/16/2023,1,56.53,185808
REMX,11/17/2023,1,58.81,185808
REMX,11/20/2023,1,59.11,185808
REMX,11/21/2023,1,58.71,185808
REMX,11/22/2023,1,57.8,185808
REMX,11/24/2023,1,58.06,185808
REMX,11/27/2023,1,56.42,185808
REMX,11/28/2023,1,57.13,185808
REMX,11/29/2023,1,57.15,185808
REMX,11/30/2023,1,56.8,185808
REMX,12/1/2023,1,58.03,185808
REMX,12/4/2023,1,56.36,185808
REMX,12/5/2023,1,54.01,185808
REMX,12/6/2023,1,55.6,185808
REMX,12/7/2023,1,56.68,185808
REMX,12/8/2023,1,57.35,185808
REMX,12/11/2023,1,56.23,185808
REMX,12/12/2023,1,54.74,185808
REMX,12/13/2023,1,56.95,185808
REMX,12/14/2023,1,59.05,185808
REMX,12/15/2023,1,58.92,185808
REMX,12/18/2023,1,59.3,185808
REMX,12/19/2023,1,60.54,185808
REMX,12/20/2023,1,58.46,185808
REMX,12/21/2023,1,59.96,185808
REMX,12/22/2023,1,61.02,185808
REMX,12/26/2023,1,61.68,185808
REMX,12/27/2023,1,61.77,185808
REMX,12/28/2023,1,62.59,185808
REMX,12/29/2023,1,61.55,185808
REMX,1/2/2024,1,61.24,185808
REMX,1/3/2024,1,59.37,185808
REMX,1/4/2024,1,58.46,185808
REMX,1/5/2024,1,58.07,185808
REMX,1/8/2024,1,58.06,185808
REMX,1/9/2024,1,56.33,185808
REMX,1/10/2024,1,55.01,185808
REMX,1/11/2024,1,54.63,185808
REMX,1/12/2024,1,54.2,185808
REMX,1/16/2024,1,52.12,185808
REMX,1/17/2024,1,50.65,185808
REMX,1/18/2024,1,50.71,185808
REMX,1/19/2024,1,49.78,185808
REMX,1/22/2024,1,48.96,185808
REMX,1/23/2024,1,48.9,185808
REMX,1/24/2024,1,49.85,185808
REMX,1/25/2024,1,49.67,185808
REMX,1/26/2024,1,49.63,185808
REMX,1/29/2024,1,50.36,185808
REMX,1/30/2024,1,48.93,185808
REMX,1/31/2024,1,47.4,185808
REMX,2/1/2024,1,47.37,185808
REMX,2/2/2024,1,45.93,185808
REMX,2/5/2024,1,44.23,185808
REMX,2/6/2024,1,46.15,185808
REMX,2/7/2024,1,46.93,185808
REMX,2/8/2024,1,47.45,185808
REMX,2/9/2024,1,48.09,185808
REMX,2/12/2024,1,48.85,185808
REMX,2/13/2024,1,46.17,185808
REMX,2/14/2024,1,47.41,185808
REMX,2/15/2024,1,48.27,185808
REMX,2/16/2024,1,50.24,185808
REMX,2/20/2024,1,48.11,185808
REMX,2/21/2024,1,48.72,185808
REMX,2/22/2024,1,48.29,185808
REMX,2/23/2024,1,48.34,185808
REMX,2/26/2024,1,48.84,185808
REMX,2/27/2024,1,49.69,185808
REMX,2/28/2024,1,50.745,185808
REMX,2/29/2024,1,52.54,185808
REMX,3/1/2024,1,54.32,185808
REMX,3/4/2024,1,52.84,185808
REMX,3/5/2024,1,49.04,185808
REMX,3/6/2024,1,51.15,185808
REMX,3/7/2024,1,51.83,185808
REMX,3/8/2024,1,50.83,185808
REMX,3/11/2024,1,52.4,185808
REMX,3/12/2024,1,51.96,185808
REMX,3/13/2024,1,52.61,185808
REMX,3/14/2024,1,51.27,185808
REMX,3/15/2024,1,51.64,185808
REMX,3/18/2024,1,51.61,185808
REMX,3/19/2024,1,50.81,185808
REMX,3/20/2024,1,52.67,185808
REMX,3/21/2024,1,52.23,185808
REMX,3/22/2024,1,50.67,185808
REMX,3/25/2024,1,50.18,185808
REMX,3/26/2024,1,49.3,185808
REMX,3/27/2024,1,50.71,185808
REMX,3/28/2024,1,51.36,185808
REMX,4/1/2024,1,52,185808
REMX,4/2/2024,1,51.96,185808
REMX,4/3/2024,1,53.36,185808
REMX,4/4/2024,1,52.54,185808
REMX,4/5/2024,1,52.22,185808
REMX,4/8/2024,1,53.46,185808
REMX,4/9/2024,1,55.03,185808
REMX,4/10/2024,1,53.86,185808
REMX,4/11/2024,1,54.56,185808
REMX,4/12/2024,1,52.17,185808
REMX,4/15/2024,1,51.62,185808
REMX,4/16/2024,1,50.1,185808
REMX,4/17/2024,1,50.99,185808
REMX,4/18/2024,1,50.3,185808
REMX,4/19/2024,1,50.1,185808
REMX,4/22/2024,1,49.65,185808
REMX,4/23/2024,1,49.58,185808
REMX,4/24/2024,1,49.24,185808
REMX,4/25/2024,1,49.81,185808
REMX,4/26/2024,1,50.35,185808
REMX,4/29/2024,1,52.57,185808
REMX,4/30/2024,1,50.97,185808
REMX,5/1/2024,1,50.95,185808
REMX,5/2/2024,1,52.45,185808
REMX,5/3/2024,1,53.09,185808
REMX,5/6/2024,1,53.45,185808
REMX,5/7/2024,1,54.03,185808
REMX,5/8/2024,1,53.8,185808
REMX,5/9/2024,1,55.24,185808
REMX,5/10/2024,1,54.57,185808
REMX,5/13/2024,1,54.76,185808
REMX,5/14/2024,1,55.95,185808
REMX,5/15/2024,1,54.63,185808
REMX,5/16/2024,1,54.75,185808
REMX,5/17/2024,1,56.85,185808
REMX,5/20/2024,1,56.44,185808
REMX,5/21/2024,1,55.3,185808
REMX,5/22/2024,1,53.83,185808
REMX,5/23/2024,1,52.525,185808
REMX,5/24/2024,1,53.32,185808
REMX,5/28/2024,1,53.1,185808
REMX,5/29/2024,1,52.49,185808
REMX,5/30/2024,1,52.04,185808
REMX,5/31/2024,1,51.7,185808
REMX,6/3/2024,1,51.23,185808
REMX,6/4/2024,1,50.35,185808
REMX,6/5/2024,1,50.49,185808
REMX,6/6/2024,1,50.14,185808
REMX,6/7/2024,1,48.75,185808
REMX,6/10/2024,1,48.89,185808
REMX,6/11/2024,1,47.9,185808
REMX,6/12/2024,1,48.1,185808
REMX,6/13/2024,1,46.52,185808
REMX,6/14/2024,1,45.24,185808
REMX,6/17/2024,1,45.05,185808
REMX,6/18/2024,1,45.035,185808
REMX,6/20/2024,1,44.16,185808
REMX,6/21/2024,1,43.42,185808
REMX,6/24/2024,1,43.43,185808
REMX,6/25/2024,1,42.61,185808
REMX,6/26/2024,1,43.85,185808
REMX,6/27/2024,1,43.13,185808
REMX,6/28/2024,1,42.52,185808
REMX,7/1/2024,1,42.97,185808
REMX,7/2/2024,1,42.8,185808
REMX,7/3/2024,1,44.25,185808
REMX,7/5/2024,1,44.02,185808
REMX,7/8/2024,1,43.59,185808
REMX,7/9/2024,1,42.63,185808
REMX,7/10/2024,1,43.28,185808
REMX,7/11/2024,1,44.71,185808
REMX,7/12/2024,1,45.29,185808
REMX,7/15/2024,1,44.53,185808
REMX,7/16/2024,1,45.07,185808
REMX,7/17/2024,1,44.11,185808
REMX,7/18/2024,1,43.09,185808
REMX,7/19/2024,1,42.97,185808
REMX,7/22/2024,1,42.89,185808
REMX,7/23/2024,1,41.95,185808
REMX,7/24/2024,1,40.77,185808
REMX,7/25/2024,1,41.11,185808
REMX,7/26/2024,1,41.99,185808
REMX,7/29/2024,1,41.2,185808
REMX,7/30/2024,1,40.86,185808
REMX,7/31/2024,1,41.86,185808
REMX,8/1/2024,1,40.47,185808
REMX,8/2/2024,1,39.13,185808
REMX,8/5/2024,1,37.96,185808
REMX,8/6/2024,1,37.95,185808
REMX,8/7/2024,1,37.97,185808
REMX,8/8/2024,1,38.9,185808
REMX,8/9/2024,1,38.66,185808
REMX,8/12/2024,1,38.06,185808
REMX,8/13/2024,1,38.5,185808
REMX,8/14/2024,1,37.74,185808
REMX,8/15/2024,1,38.8378,185808
REMX,8/16/2024,1,38.98,185808
REMX,8/19/2024,1,39.63,185808
REMX,8/20/2024,1,39.28,185808
REMX,8/21/2024,1,41.28,185808
REMX,8/22/2024,1,40.23,185808
REMX,8/23/2024,1,40.53,185808
REMX,8/26/2024,1,40.55,185808
REMX,8/27/2024,1,40.07,185808
REMX,8/28/2024,1,39.75,185808
REMX,8/29/2024,1,40.37,185808
REMX,8/30/2024,1,39.89,185808
REMX,9/3/2024,1,38.05,185808
REMX,9/4/2024,1,38.11,185808
REMX,9/5/2024,1,37.96,185808
REMX,9/6/2024,1,36.34,185808
REMX,9/9/2024,1,36.93,185808
REMX,9/10/2024,1,36.45,185808
REMX,9/11/2024,1,39.06,185808
REMX,9/12/2024,1,39.14,185808
REMX,9/13/2024,1,38.84,185808
REMX,9/16/2024,1,39.06,185808
REMX,9/17/2024,1,39.13,185808
REMX,9/18/2024,1,38.67,185808
REMX,9/19/2024,1,40.04,185808
REMX,9/20/2024,1,39.06,185808
REMX,9/23/2024,1,39.82,185808
REMX,9/24/2024,1,42.5,185808
REMX,9/25/2024,1,41.37,185808
REMX,9/26/2024,1,44.61,185808
REMX,9/27/2024,1,45.48,185808
REMX,9/30/2024,1,46.12,185808
REMX,10/1/2024,1,46.35,185808
REMX,10/2/2024,1,47.53,185808
REMX,10/3/2024,1,46.19,185808
REMX,10/4/2024,1,47.66,185808
REMX,10/7/2024,1,50.76,185808
REMX,10/8/2024,1,47.79,185808
REMX,10/9/2024,1,47.9,185808
REMX,10/10/2024,1,48.18,185808
REMX,10/11/2024,1,48.47,185808
REMX,10/14/2024,1,47.67,185808
REMX,10/15/2024,1,46.32,185808
REMX,10/16/2024,1,46.92,185808
REMX,10/17/2024,1,45.97,185808
REMX,10/18/2024,1,46.75,185808
REMX,10/21/2024,1,46.22,185808
REMX,10/22/2024,1,47.3,185808
REMX,10/23/2024,1,46.37,185808
REMX,10/24/2024,1,46.45,185808
REMX,10/25/2024,1,47.18,185808
REMX,10/28/2024,1,48.33,185808
REMX,10/29/2024,1,47.8,185808
REMX,10/30/2024,1,46.64,185808
REMX,10/31/2024,1,46.59,185808
REMX,11/1/2024,1,48.22,185808
REMX,11/4/2024,1,48.51,185808
REMX,11/5/2024,1,49.56,185808
REMX,11/6/2024,1,48.3,185808
REMX,11/7/2024,1,49.52,185808
REMX,11/8/2024,1,47.88,185808
REMX,11/11/2024,1,49.04,185808
REMX,11/12/2024,1,47.73,185808
REMX,11/13/2024,1,48.03,185808
REMX,11/14/2024,1,46.17,185808
REMX,11/15/2024,1,45.58,185808
REMX,11/18/2024,1,45.87,185808
REMX,11/19/2024,1,46.32,185808
REMX,11/20/2024,1,46.31,185808
REMX,11/21/2024,1,46.56,185808
REMX,11/22/2024,1,46.1,185808
REMX,11/25/2024,1,46.36,185808
REMX,11/26/2024,1,45.09,185808
REMX,11/27/2024,1,45.85,185808
REMX,11/29/2024,1,45.95,185808
REMX,12/2/2024,1,46,185808
REMX,12/3/2024,1,46.39,185808
REMX,12/4/2024,1,44.81,185808
REMX,12/5/2024,1,43.88,185808
REMX,12/6/2024,1,43.78,185808
REMX,12/9/2024,1,45.24,185808
REMX,12/10/2024,1,44.19,185808
REMX,12/11/2024,1,43.89,185808
REMX,12/12/2024,1,43.65,185808
REMX,12/13/2024,1,42.74,185808
REMX,12/16/2024,1,42.06,185808
REMX,12/17/2024,1,41.83,185808
REMX,12/18/2024,1,40.59,185808
REMX,12/19/2024,1,40.38,185808
REMX,12/20/2024,1,40.38,185808
REMX,12/23/2024,1,39.76,185808
REMX,12/24/2024,1,40.33,185808
REMX,12/26/2024,1,40.3,185808
REMX,12/27/2024,1,39.94,185808
REMX,12/30/2024,1,39.36,185808
REMX,12/31/2024,1,39.01,185808
REMX,1/2/2025,1,39.39,185808
REMX,1/3/2025,1,40.02,185808
REMX,1/6/2025,1,41.21,185808
REMX,1/7/2025,1,41.45,185808
REMX,1/8/2025,1,40.82,185808
REMX,1/10/2025,1,40.29,185808
REMX,1/13/2025,1,41.05,185808
REMX,1/14/2025,1,41.63,185808
REMX,1/15/2025,1,42.59,185808
REMX,1/16/2025,1,42.4,185808
REMX,1/17/2025,1,42.84,185808
REMX,1/21/2025,1,42.53,185808
REMX,1/22/2025,1,41.78,185808
REMX,1/23/2025,1,41.6,185808
REMX,1/24/2025,1,41.72,185808
REMX,1/27/2025,1,41.47,185808
REMX,1/28/2025,1,40.88,185808
REMX,1/29/2025,1,40.95,185808
REMX,1/30/2025,1,41.06,185808
REMX,1/31/2025,1,40.61,185808
REMX,2/3/2025,1,40.21,185808
REMX,2/4/2025,1,41.22,185808
REMX,2/5/2025,1,41.1,185808
REMX,2/6/2025,1,41.59,185808
REMX,2/7/2025,1,41.46,185808
REMX,2/10/2025,1,41.43,185808
REMX,2/11/2025,1,40.94,185808
REMX,2/12/2025,1,41.34,185808
REMX,2/13/2025,1,42.07,185808
REMX,2/14/2025,1,41.21,185808
REMX,2/18/2025,1,41.22,185808
REMX,2/19/2025,1,40.92,185808
REMX,2/20/2025,1,42.01,185808
REMX,2/21/2025,1,41.23,185808
REMX,2/24/2025,1,40.83,185808
REMX,2/25/2025,1,40.55,185808
REMX,2/26/2025,1,40.56,185808
REMX,2/27/2025,1,40.33,185808
REMX,2/28/2025,1,39.81,185808
REMX,3/3/2025,1,39.27,185808
REMX,3/4/2025,1,39.6,185808
REMX,3/5/2025,1,41.52,185808
REMX,3/6/2025,1,41.7,185808
REMX,3/7/2025,1,41.87,185808
REMX,3/10/2025,1,40.78,185808
REMX,3/11/2025,1,41.1,185808
REMX,3/12/2025,1,40.89,185808
REMX,3/13/2025,1,41.28,185808
REMX,3/14/2025,1,42.8,185808
REMX,3/17/2025,1,44.12,185808
REMX,3/18/2025,1,44.5,185808
REMX,3/19/2025,1,44.28,185808
REMX,3/20/2025,1,43.07,185808
REMX,3/21/2025,1,42.58,185808
REMX,3/24/2025,1,42.45,185808
REMX,3/25/2025,1,42.44,185808
REMX,3/26/2025,1,41.93,185808
REMX,3/27/2025,1,41.81,185808
REMX,3/28/2025,1,40.88,185808
REMX,3/31/2025,1,39.53,185808
REMX,4/1/2025,1,39.53,185808
REMX,4/2/2025,1,38.97,185808
REMX,4/3/2025,1,37.56,185808
REMX,4/4/2025,1,34.66,185808
REMX,4/7/2025,1,34.02,185808
REMX,4/8/2025,1,32.65,185808
REMX,4/9/2025,1,36.73,185808
REMX,4/10/2025,1,35.5,185808
REMX,4/11/2025,1,36.5,185808
REMX,4/14/2025,1,37.62,185808
REMX,4/15/2025,1,36.85,185808
REMX,4/16/2025,1,36.98,185808
REMX,4/17/2025,1,37.16,185808
REMX,4/21/2025,1,36.72,185808
REMX,4/22/2025,1,37.09,185808
REMX,4/23/2025,1,37.23,185808
REMX,4/24/2025,1,38.76,185808
REMX,4/25/2025,1,38.41,185808
REMX,4/28/2025,1,38.04,185808
REMX,4/29/2025,1,38.335,185808
REMX,4/30/2025,1,37.81,185808
REMX,5/1/2025,1,37.45,185808
REMX,5/2/2025,1,38.2,185808
REMX,5/5/2025,1,37.89,185808
REMX,5/6/2025,1,38.43,185808
REMX,5/7/2025,1,38.32,185808
REMX,5/8/2025,1,38.6,185808
REMX,5/9/2025,1,38.92,185808
REMX,5/12/2025,1,39.67,185808
REMX,5/13/2025,1,39.93,185808
REMX,5/14/2025,1,39.77,185808
REMX,5/15/2025,1,39.67,185808
REMX,5/16/2025,1,39.31,185808
REMX,5/19/2025,1,38.15,185808
REMX,5/20/2025,1,38.11,185808
REMX,5/21/2025,1,36.92,185808
REMX,5/22/2025,1,37.27,185808
REMX,5/23/2025,1,37.55,185808
REMX,5/27/2025,1,37.04,185808
REMX,5/28/2025,1,36.53,185808
REMX,5/29/2025,1,36.83,185808
REMX,5/30/2025,1,36.47,185808
REMX,6/2/2025,1,36.04,185808
REMX,6/3/2025,1,36.76,185808
REMX,6/4/2025,1,37.95,185808
REMX,6/5/2025,1,39.13,185808
REMX,6/6/2025,1,38.77,185808
REMX,6/9/2025,1,39.854,185808
REMX,6/10/2025,1,40.11,185808
REMX,6/11/2025,1,39.87,185808
REMX,6/12/2025,1,39.75,185808
REMX,6/13/2025,1,39.64,185808
REMX,6/16/2025,1,40.25,185808
REMX,6/17/2025,1,40.21,185808
REMX,6/18/2025,1,40.18,185808
REMX,6/20/2025,1,38.74,185808
REMX,6/23/2025,1,39.04,185808
REMX,6/24/2025,1,39.8,185808
REMX,6/25/2025,1,39.97,185808
REMX,6/26/2025,1,41.54,185808
REMX,6/27/2025,1,41.23,185808
REMX,6/30/2025,1,40.58,185808
REMX,7/1/2025,1,40.33,185808
REMX,7/2/2025,1,41.68,185808
REMX,7/3/2025,1,41.86,185808
REMX,7/7/2025,1,40.61,185808
REMX,7/8/2025,1,42.57,185808
REMX,7/9/2025,1,41.94,185808
REMX,7/10/2025,1,45.58,185808
REMX,7/11/2025,1,46.34,185808
REMX,7/14/2025,1,47.12,185808
REMX,7/15/2025,1,47.36,185808
REMX,7/16/2025,1,47.49,185808
REMX,7/17/2025,1,49.24,185808
REMX,7/18/2025,1,50.81,185808
REMX,7/21/2025,1,51.52,185808
REMX,7/22/2025,1,53.18,185808
REMX,7/23/2025,1,52.57,185808
REMX,7/24/2025,1,54.88,185808
REMX,7/25/2025,1,54.92,185808
REMX,7/28/2025,1,53.38,185808
REMX,7/29/2025,1,52.09,185808
REMX,7/30/2025,1,50.55,185808
REMX,7/31/2025,1,49.22,185808
REMX,8/1/2025,1,49.36,185808
REMX,8/4/2025,1,50.93,185808
REMX,8/5/2025,1,51.59,185808
REMX,8/6/2025,1,51.09,185808
REMX,8/7/2025,1,52.6,185808
REMX,8/8/2025,1,54.79,185808
REMX,8/11/2025,1,57.49,185808
REMX,8/12/2025,1,57.14,185808
REMX,8/13/2025,1,57.55,185808
REMX,8/14/2025,1,56.79,185808
REMX,8/15/2025,1,58.3,185808
REMX,8/18/2025,1,59.57,185808
REMX,8/19/2025,1,58.08,185808
REMX,8/20/2025,1,56.6,185808
REMX,8/21/2025,1,57.36,185808
REMX,8/22/2025,1,58.88,185808
REMX,8/25/2025,1,61.23,185808
REMX,8/26/2025,1,59.6,185808
REMX,8/27/2025,1,61.93,185808
REMX,8/28/2025,1,61.7,185808
REMX,8/29/2025,1,63.07,185808
REMX,9/2/2025,1,60.91,185808
REMX,9/3/2025,1,60.58,185808
REMX,9/4/2025,1,59.43,185808
REMX,9/5/2025,1,60.92,185808
REMX,9/8/2025,1,61.92,185808
REMX,9/9/2025,1,59.86,185808
REMX,9/10/2025,1,57.35,185808
REMX,9/11/2025,1,58.88,185808
REMX,9/12/2025,1,59.18,185808
REMX,9/15/2025,1,60.95,185808
REMX,9/16/2025,1,60.59,185808
REMX,9/17/2025,1,61.08,185808
REMX,9/18/2025,1,61.28,185808
REMX,9/19/2025,1,62.05,185808
REMX,9/22/2025,1,61.78,185808
REMX,9/23/2025,1,61.16,185808
REMX,9/24/2025,1,65.11,185808
REMX,9/25/2025,1,66.97,185808
REMX,9/26/2025,1,65.85,185808
REMX,9/29/2025,1,65.54,185808
REMX,9/30/2025,1,65.82,185808
REMX,10/1/2025,1,67.97,185808
REMX,10/2/2025,1,69.35,185808
REMX,10/3/2025,1,73.35,185808
REMX,10/6/2025,1,74.06,185808
REMX,10/7/2025,1,73.75,185808
REMX,10/8/2025,1,74.55,185808
REMX,10/9/2025,1,74.78,185808
REMX,10/10/2025,1,69.47,185808
REMX,10/13/2025,1,79.22,185808
REMX,10/14/2025,1,79.72,185808
REMX,10/15/2025,1,77.89,185808
REMX,10/16/2025,1,72.85,185808
REMX,10/17/2025,1,71.47,185808
REMX,10/20/2025,1,72.5,185808
REMX,10/21/2025,1,69.61,185808
REMX,10/22/2025,1,68.72,185808
REMX,10/23/2025,1,70.28,185808
REMX,10/24/2025,1,73.48,185808
REMX,10/27/2025,1,69.65,185808
REMX,10/28/2025,1,68.4,185808
REMX,10/29/2025,1,69.44,185808
REMX,10/30/2025,1,71.56,185808
REMX,10/31/2025,1,70.5,185808
REMX,11/3/2025,1,66.2,185808
REMX,11/4/2025,1,64.03,185808
REMX,11/5/2025,1,63.78,185808
REMX,11/6/2025,1,63.56,185808
REMX,11/7/2025,1,65.21,185808
REMX,11/10/2025,1,69.14,185808
REMX,11/11/2025,1,68.3,185808
REMX,11/12/2025,1,68.41,185808
REMX,11/13/2025,1,69.44,185808
REMX,11/14/2025,1,70.21,185808
REMX,11/17/2025,1,72.08,185808
REMX,11/18/2025,1,71.68,185808
REMX,11/19/2025,1,73.68,185808
REMX,11/20/2025,1,70.38,185808
REMX,11/21/2025,1,68.96,185808
REMX,11/24/2025,1,69.18,185808
REMX,11/25/2025,1,71.43,185808
REMX,11/26/2025,1,73.53,185808
REMX,11/28/2025,1,74.81,185808
REMX,12/1/2025,1,73.25,185808
REMX,12/2/2025,1,73.17,185808
REMX,12/3/2025,1,73,185808
REMX,12/4/2025,1,70.97,185808
REMX,12/5/2025,1,72.15,185808
REMX,12/8/2025,1,73.41,185808
REMX,12/9/2025,1,74.12,185808
REMX,12/10/2025,1,74.43,185808
REMX,12/11/2025,1,74.99,185808
REMX,12/12/2025,1,72.46,185808
REMX,12/15/2025,1,70.63,185808
REMX,12/16/2025,1,70.07,185808
REMX,12/17/2025,1,71.65,185808
REMX,12/18/2025,1,72.09,185808
REMX,12/19/2025,1,72.58,185808
REMX,12/22/2025,1,74.31,185808
REMX,12/23/2025,1,74.89,185808
REMX,12/24/2025,1,76.13,185808
REMX,12/26/2025,1,76.74,185808
REMX,12/29/2025,1,74.01,185808
REMX,12/30/2025,1,74,185808
REMX,12/31/2025,1,73.92,185808
REMX,1/2/2026,1,76.78,185808
REMX,1/5/2026,1,79.71,185808
REMX,1/6/2026,1,83.89,185808
REMX,1/7/2026,1,85.01,185808
REMX,1/8/2026,1,82.45,185808
REMX,1/9/2026,1,84.98,185808
REMX,1/12/2026,1,88.84,185808
REMX,1/13/2026,1,89.2,185808
REMX,1/14/2026,1,91.32,185808
REMX,1/15/2026,1,90.54,185808
REMX,1/16/2026,1,89.18,185808
REMX,1/20/2026,1,89.51,185808
REMX,1/21/2026,1,92.84,185808
REMX,1/22/2026,1,95.58,185808
REMX,1/23/2026,1,98.46,185808
REMX,1/26/2026,1,96.91,185808
REMX,1/27/2026,1,97.61,185808
REMX,1/28/2026,1,97.52,185808
REMX,1/29/2026,1,93.53,185808
REMX,1/30/2026,1,85.63,185808
REMX,2/2/2026,1,84.81,185808
REMX,2/3/2026,1,90.2,185808
REMX,2/4/2026,1,87.06,185808
REMX,2/5/2026,1,81.66,185808
REMX,2/6/2026,1,86.63,185808
REMX,2/9/2026,1,88.74,185808
REMX,2/10/2026,1,88.74,185808
REMX,2/11/2026,1,91.92,185808
REMX,2/12/2026,1,87.2,185808
REMX,2/13/2026,1,89.7,185808
REMX,2/17/2026,1,88.99,185808
REMX,2/18/2026,1,91.45,185808
REMX,2/19/2026,1,90.09,185808
REMX,2/20/2026,1,89,185808
REMX,2/23/2026,1,91.32,185808
REMX,2/24/2026,1,94.69,185808
REMX,2/25/2026,1,98.2,185808
REMX,2/26/2026,1,97.56,185808
REMX,2/27/2026,1,99.86,185808
REMX,3/2/2026,1,103.2,185808
REMX,3/3/2026,1,94.93,185808
REMX,3/4/2026,1,97.86,185808
REMX,3/5/2026,1,93.4,185808
REMX,3/6/2026,1,92.53,185808
REMX,3/9/2026,1,94.7,185808
REMX,3/10/2026,1,96.49,185808
REMX,3/11/2026,1,96.92,185808
REMX,3/12/2026,1,93.81,185808
REMX,3/13/2026,1,89.51,185808
REMX,3/16/2026,1,90.1,185808
REMX,3/17/2026,1,90.12,185808
REMX,3/18/2026,1,86.67,185808
REMX,3/19/2026,1,82.95,185808
REMX,3/20/2026,1,79.1,185808
REMX,3/23/2026,1,83.63,185808
REMX,3/24/2026,1,84.62,185808
REMX,3/25/2026,1,89.15,185808
REMX,3/26/2026,1,84.6,185808
REMX,3/27/2026,1,86.1,185808
REMX,3/30/2026,1,85.48,185808
REMX,3/31/2026,1,88,185808
REMX,4/1/2026,1,88.53,185808
REMX,4/2/2026,1,88.9,185808
REMX,4/6/2026,1,88.44,185808
REMX,4/7/2026,1,89.09,185808
REMX,4/8/2026,1,93.6,185808
REMX,4/9/2026,1,93.2,185808
REMX,4/10/2026,1,94.5,185808
REMX,4/13/2026,1,99.01,185808
REMX,4/14/2026,1,98.8,185808
REMX,4/15/2026,1,97.44,185808
REMX,4/16/2026,1,103.05,185808
REMX,4/17/2026,1,101.63,185808
